"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811621966794381,0.731208087278551,0.693600420794249,0.688497217068646,0.761498470948012,0.763082570043103,0.70898687974746,0.679850452577725,0.761577141966165,0.747793489608048,0.699672209785737,0.597835391953039,0.707954545454546,0.701828987140735,0.663884032634033,0.730282738095238,0.735470235998591,0.681429693637078,0.694941420293533,0.71590692351707,0.734737620103474,0.730910546893401,0.712021325384086,0.678722627737226,0.65390437415179,0.747555887664238,0.717030423280423,0.668200956254906,0.719382716049383,0.726497933884298,0.768441111384313,0.702333578973225,0.678153350892596,0.582802547770701
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754573863636364,0.859738186462324,0.823240916825143,0.736503901113351,0.780371057513915,0.798853211009174,0.802835398706897,0.738877379895433,0.743506493506494,0.806989163483277,0.784805921989181,0.721351668265643,0.685122905711141,0.7328125,0.778873576173643,0.691987179487179,0.710894574175824,0.755177879535048,0.72865671641791,0.751353466142199,0.727255388136563,0.782588955759687,0.771586037966932,0.749283421233662,0.660109489051095,0.790322580645161,0.772557444423688,0.783101851851852,0.767037750660101,0.72083950617284,0.583419421487603,0.769301696582247,0.79786293294031,0.710948931811531,0.610782529572338
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756517567656984,0.738721590909091,0.827298850574713,0.800570513462116,0.709485403699483,0.774749536178108,0.803348623853211,0.816692483836207,0.734647824800237,0.741710940574577,0.770815467373509,0.73790769036095,0.700298475642256,0.672373731197261,0.749046266233766,0.746904725310381,0.650422494172494,0.748440361721612,0.760725607608313,0.744320502749411,0.697172524637313,0.680478733549495,0.7902861366276,0.74348768194451,0.76539211190094,0.67543795620438,0.700516755402443,0.760009963260477,0.713161375661376,0.751355883822165,0.750444444444444,0.668517561983471,0.760142611261372,0.777646769835421,0.666081357916301,0.647179253867152
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727964461646728,0.742572619599021,0.683920454545455,0.824169859514687,0.75853267941147,0.677960901201017,0.706586270871985,0.75368501529052,0.776788119612069,0.682721712538226,0.712760724124361,0.72136898729243,0.712204612318497,0.690131649077923,0.652837226366638,0.689914772727273,0.719350376556176,0.61037296037296,0.704813415750916,0.72972877773864,0.692772977219167,0.635938755657065,0.645336639328629,0.68348643226692,0.622615290404635,0.773303141481312,0.54463503649635,0.60723979538574,0.717572700666293,0.646759259259259,0.673678013273389,0.692888888888889,0.655927169421488,0.61731620358987,0.722869073937607,0.665660667251975,0.66901728844404
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737945736434109,0.763876671358198,0.758684576192682,0.713977272727273,0.8492656449553,0.807376638975078,0.728000350661874,0.756864564007421,0.81934250764526,0.824976427801724,0.701933510900661,0.737898465171192,0.789798861775941,0.791591534592389,0.73796770067157,0.663079368961722,0.76525974025974,0.780410540157453,0.710810023310023,0.749742445054945,0.762698133145474,0.738256087981147,0.737543881910079,0.724299065420561,0.787878787878788,0.725493428800226,0.817988993350149,0.676167883211679,0.720377910011483,0.776729559748428,0.739087301587302,0.759580389638193,0.726271604938272,0.659801136363636,0.762908777969019,0.77310243183493,0.716856892010536,0.661737943585077
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785311198772737,0.726666666666667,0.717914320900774,0.768196254879905,0.656704545454545,0.848690932311622,0.795991392253028,0.695415095993688,0.730964749536178,0.740886850152905,0.775323275862069,0.703635197790273,0.663567493112948,0.779371637951197,0.761934136851096,0.675727534377998,0.622722269781093,0.717613636363636,0.732858582236112,0.662907925407925,0.770175137362637,0.693342726312082,0.677282010997643,0.707302372795331,0.645479687201984,0.71578502798015,0.641999152103255,0.759430176565008,0.667481751824818,0.679428959181543,0.720655084376362,0.738392857142857,0.736530364661386,0.693481481481481,0.628486570247934,0.663418982050652,0.781478752149349,0.73339186420837,0.593494085532302
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772142272142272,0.70414201183432,0.666259689922481,0.711008972554539,0.725286177463111,0.634488636363636,0.773786717752235,0.810004003603243,0.701008152888577,0.705807050092764,0.76217125382263,0.757863011853448,0.687999408108908,0.711678473042109,0.74894753254853,0.755876119072475,0.70095139110969,0.698850434144552,0.673498376623377,0.748612463070171,0.636800699300699,0.701865842490842,0.706903839380063,0.669583660644148,0.691917269382058,0.687535761968339,0.707728856509344,0.688185972019407,0.685092295345104,0.672846715328467,0.73402756028813,0.67725263092347,0.702314814814815,0.736726611004068,0.644987654320988,0.528344524793388,0.69928694369314,0.722942765905183,0.654905618964004,0.444267515923567
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780123385386543,0.826313326313326,0.780010409818102,0.741666666666667,0.766713581984518,0.764110368556872,0.700653409090909,0.79441251596424,0.807852066860174,0.719610765319541,0.75582560296846,0.803669724770642,0.812920932112069,0.764871263687481,0.754304407713499,0.775142278007328,0.770380563727816,0.73463649930711,0.657514981044393,0.749147727272727,0.780051915227898,0.680171911421911,0.696986607142857,0.732793237055301,0.745121759622938,0.719811360656431,0.718958611481976,0.797064723893992,0.749917565594234,0.770422494840633,0.701642335766423,0.767642760204614,0.768385329098948,0.731415343915344,0.800149860843502,0.722469135802469,0.677879648760331,0.754794688959921,0.762490788504053,0.704309335674568,0.712238398544131
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752720065609623,0.790148448043185,0.824353574353574,0.780791146175762,0.750872093023256,0.751451442646024,0.768063918480778,0.666846590909091,0.80823754789272,0.747022320088079,0.741080038572806,0.72278293135436,0.787033639143731,0.772999730603448,0.723389562987077,0.70491440377804,0.73456381071178,0.71835753376989,0.671876665600682,0.668032285679344,0.754646915584416,0.74334409208122,0.649315268065268,0.686670100732601,0.739609017259598,0.717721916732129,0.681501924459671,0.720579820713332,0.779727589483687,0.700268500635923,0.789067874340748,0.667262773722628,0.746450568952918,0.811632106606887,0.737996031746032,0.749250695782488,0.69241975308642,0.728886880165289,0.781933857880502,0.755588307541145,0.724301287679251,0.718835304822566
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744031221303949,0.75784581738655,0.753735299787931,0.844477594477595,0.767203594126671,0.69406976744186,0.715957072484166,0.726659167604049,0.6584375,0.79272030651341,0.759333400060054,0.696361883054265,0.764879406307978,0.76460244648318,0.785004714439655,0.703450231824011,0.687967335694608,0.773056833242379,0.761934136851096,0.715608677113314,0.629907056377645,0.669013798701299,0.732090100244207,0.671955128205128,0.712897779304029,0.730309968298697,0.724791830322074,0.727065093262276,0.729496471485791,0.694213916165136,0.706557068161477,0.76946227929374,0.620583941605839,0.743892890698403,0.780808269506196,0.735284391534392,0.747323913508885,0.672148148148148,0.583742252066116,0.705065158593558,0.759371161876689,0.734306409130816,0.53958143767061
